locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBHKAFJI_01792	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
MBHKAFJI_01793	CDS	2097	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
MBHKAFJI_01794	CDS	1203				hypothetical protein
MBHKAFJI_01795	CDS	594				hypothetical protein
MBHKAFJI_01796	CDS	1104	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
MBHKAFJI_01797	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
MBHKAFJI_01798	CDS	1974	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
MBHKAFJI_01799	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
MBHKAFJI_01800	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
MBHKAFJI_01801	CDS	2448	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
MBHKAFJI_01802	CDS	1506				hypothetical protein
MBHKAFJI_01803	CDS	711				hypothetical protein
MBHKAFJI_01804	CDS	768				hypothetical protein
MBHKAFJI_01805	CDS	606				hypothetical protein
MBHKAFJI_01806	CDS	1506	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
MBHKAFJI_01807	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
MBHKAFJI_01808	CDS	831	glpG_1	3.4.21.105	COG0705	Rhomboid protease GlpG
MBHKAFJI_01809	CDS	759	glpR		COG1349	Glycerol-3-phosphate regulon repressor
MBHKAFJI_01810	CDS	1599	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
MBHKAFJI_01811	CDS	1227	rtcB_2	6.5.1.-	COG1690	RNA-splicing ligase RtcB
MBHKAFJI_01812	CDS	1017	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
MBHKAFJI_01813	CDS	2706	malT		COG2909	HTH-type transcriptional regulator MalT
MBHKAFJI_01814	CDS	2394	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
MBHKAFJI_01815	CDS	2085	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
MBHKAFJI_01816	CDS	1317	gntT		COG2610	High-affinity gluconate transporter
MBHKAFJI_01817	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
MBHKAFJI_01818	CDS	684	prs_2			Putative ribose-phosphate pyrophosphokinase
MBHKAFJI_01819	CDS	771	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
MBHKAFJI_01820	CDS	879				ISNCY family transposase ISVsa17
MBHKAFJI_01821	CDS	237	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
MBHKAFJI_01822	CDS	2322	feoB		COG0370	Fe(2+) transporter FeoB
MBHKAFJI_01823	CDS	228	feoA		COG1918	Fe(2+) transport protein A
MBHKAFJI_01824	CDS	2322	yhgF		COG2183	Protein YhgF
MBHKAFJI_01825	CDS	477	greB		COG0782	Transcription elongation factor GreB
MBHKAFJI_01826	CDS	720	ompR			Transcriptional regulatory protein OmpR
MBHKAFJI_01827	CDS	1353	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
MBHKAFJI_01828	CDS	1623	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
MBHKAFJI_01829	CDS	1725				hypothetical protein
MBHKAFJI_01830	CDS	879	hslO		COG1281	33 kDa chaperonin
MBHKAFJI_01831	CDS	402	hslR		COG1188	Heat shock protein 15
MBHKAFJI_01832	CDS	669	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
MBHKAFJI_01833	CDS	2136	yrfF			Putative membrane protein IgaA 
MBHKAFJI_01834	CDS	561	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
MBHKAFJI_01835	CDS	2553	mrcA		COG5009	Penicillin-binding protein 1A
MBHKAFJI_01836	CDS	780				hypothetical protein
MBHKAFJI_01837	CDS	540				hypothetical protein
MBHKAFJI_01838	CDS	441				hypothetical protein
MBHKAFJI_01839	CDS	405				hypothetical protein
MBHKAFJI_01840	CDS	1209	pilQ		COG4796	Type IV pilus biogenesis and competence protein PilQ
MBHKAFJI_01841	CDS	678	aroK	2.7.1.71		Shikimate kinase
MBHKAFJI_01842	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
MBHKAFJI_01843	CDS	1287	damX		COG3266	Cell division protein DamX
MBHKAFJI_01844	CDS	837	dam	2.1.1.72	COG0338	DNA adenine methylase
MBHKAFJI_01845	CDS	678	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
MBHKAFJI_01846	CDS	759	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
MBHKAFJI_01847	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
MBHKAFJI_01848	CDS	906				hypothetical protein
MBHKAFJI_01849	CDS	363				hypothetical protein
MBHKAFJI_01850	CDS	1164	yhfX		COG3457	putative protein YhfX
MBHKAFJI_01851	CDS	1227	deoB_1	5.4.2.7	COG1015	Phosphopentomutase
MBHKAFJI_01852	CDS	879	php_1		COG1735	Phosphotriesterase homology protein
MBHKAFJI_01853	CDS	354				hypothetical protein
MBHKAFJI_01854	CDS	1305				hypothetical protein
MBHKAFJI_01855	CDS	1086	yhfS			putative protein YhfS
MBHKAFJI_01856	CDS	732	frlR		COG2188	putative fructoselysine utilization operon transcriptional repressor
MBHKAFJI_01857	CDS	786	frlD	2.7.1.218	COG0524	Fructoselysine 6-kinase
MBHKAFJI_01858	CDS	831	frlC	5.1.3.41	COG1082	Fructoselysine 3-epimerase
MBHKAFJI_01859	CDS	1023	frlB	3.5.-.-	COG2222	Fructoselysine 6-phosphate deglycase
MBHKAFJI_01860	CDS	1338	frlA		COG0531	putative fructoselysine/psicoselysine transporter FrlA
MBHKAFJI_01861	CDS	168				hypothetical protein
MBHKAFJI_01862	CDS	1374	cysG		COG0007	Siroheme synthase
MBHKAFJI_01863	CDS	807	nirC		COG2116	Nitrite transporter NirC
MBHKAFJI_01864	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
MBHKAFJI_01865	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
MBHKAFJI_01866	CDS	1182	tsgA		COG0477	Protein TsgA
MBHKAFJI_01867	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
MBHKAFJI_01868	CDS	168	yhfG			putative protein YhfG
MBHKAFJI_01869	CDS	603	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
MBHKAFJI_01870	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
MBHKAFJI_01871	CDS	1221	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
MBHKAFJI_01872	CDS	2091				hypothetical protein
MBHKAFJI_01873	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
MBHKAFJI_01874	CDS	405	yhfA		COG1765	Protein YhfA
MBHKAFJI_01875	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
MBHKAFJI_01876	CDS	219				hypothetical protein
MBHKAFJI_01877	CDS	1023				hypothetical protein
MBHKAFJI_01878	CDS	1914	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
MBHKAFJI_01879	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
MBHKAFJI_01880	CDS	1806	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
MBHKAFJI_01881	CDS	201				hypothetical protein
MBHKAFJI_01882	CDS	591	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
MBHKAFJI_01883	CDS	219	slyX		COG2900	Protein SlyX 
MBHKAFJI_01884	CDS	813	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
MBHKAFJI_01885	CDS	723	dauR		COG2964	Transcriptional regulator DauR
MBHKAFJI_01886	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
MBHKAFJI_01887	CDS	360	tusC		COG2923	Protein TusC
MBHKAFJI_01888	CDS	288	tusB		COG2168	Protein TusB
MBHKAFJI_01889	CDS	375	rpsL		COG0048	30S ribosomal protein S12
MBHKAFJI_01890	CDS	471	rpsG		COG0049	30S ribosomal protein S7
MBHKAFJI_01891	CDS	2115	fusA		COG0480	Elongation factor G
MBHKAFJI_01892	CDS	1404	rhsD_1		COG3209	Protein RhsD
MBHKAFJI_01893	CDS	384				hypothetical protein
MBHKAFJI_01894	CDS	843	yibA			Protein YibA
MBHKAFJI_01895	CDS	939				hypothetical protein
MBHKAFJI_01896	CDS	462				hypothetical protein
MBHKAFJI_01897	CDS	318				hypothetical protein
MBHKAFJI_01898	CDS	1110	yibH		COG1566	Inner membrane protein YibH
MBHKAFJI_01899	CDS	363	yiaW_1			Inner membrane protein YiaW
MBHKAFJI_01900	CDS	1914	mtlA_1		COG2213	PTS system mannitol-specific EIICBA component
MBHKAFJI_01901	CDS	1149	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
MBHKAFJI_01902	CDS	588	mtlR		COG3722	Mannitol operon repressor
MBHKAFJI_01903	CDS	210				hypothetical protein
MBHKAFJI_01904	CDS	363	yibL			putative protein YibL
MBHKAFJI_01905	CDS	684	sadB			Inner membrane lipoprotein SadB
MBHKAFJI_01906	CDS	4851	ehaG		COG5295	Autotransporter adhesin EhaG
MBHKAFJI_01907	CDS	1656	lldP		COG1620	L-lactate permease
MBHKAFJI_01908	CDS	777	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
MBHKAFJI_01909	CDS	1191	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
MBHKAFJI_01910	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
MBHKAFJI_01911	CDS	822	cysE_2	2.3.1.30	COG1045	Serine acetyltransferase
MBHKAFJI_01912	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
MBHKAFJI_01913	CDS	468	secB		COG1952	Protein-export protein SecB
MBHKAFJI_01914	CDS	252	grxC		COG0695	Glutaredoxin 3
MBHKAFJI_01915	CDS	432	yibN		COG0607	putative protein YibN
MBHKAFJI_01916	CDS	1545	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
MBHKAFJI_01917	CDS	1260	envC		COG4942	Murein hydrolase activator EnvC
MBHKAFJI_01918	CDS	960				hypothetical protein
MBHKAFJI_01919	CDS	1035	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
MBHKAFJI_01920	CDS	1026	tdh_2	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
MBHKAFJI_01921	CDS	1197	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
MBHKAFJI_01922	CDS	873	htrL			Protein HtrL
MBHKAFJI_01923	CDS	933	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
MBHKAFJI_01924	CDS	1047	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
MBHKAFJI_01925	CDS	993	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
MBHKAFJI_01926	CDS	1209				hypothetical protein
MBHKAFJI_01927	CDS	1143	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
MBHKAFJI_01928	CDS	1014	gspA_1		COG1442	General stress protein A
MBHKAFJI_01929	CDS	708	rfaY	2.7.1.-		Lipopolysaccharide core heptose(II) kinase RfaY
MBHKAFJI_01930	CDS	1008	gspA_2		COG1442	General stress protein A
MBHKAFJI_01931	CDS	798	rfaP	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
MBHKAFJI_01932	CDS	1125	rfaG	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
MBHKAFJI_01933	CDS	1059	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
MBHKAFJI_01934	CDS	1278	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
MBHKAFJI_01935	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
MBHKAFJI_01936	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
MBHKAFJI_01937	CDS	168	rpmG		COG0267	50S ribosomal protein L33
MBHKAFJI_01938	CDS	237	rpmB		COG0227	50S ribosomal protein L28
MBHKAFJI_01939	CDS	669				hypothetical protein
MBHKAFJI_01940	CDS	1221	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
MBHKAFJI_01941	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
MBHKAFJI_01942	CDS	597	slmA			Nucleoid occlusion factor SlmA
MBHKAFJI_01943	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
MBHKAFJI_01944	CDS	717	rph	2.7.7.56		Ribonuclease PH
MBHKAFJI_01945	CDS	864				hypothetical protein
MBHKAFJI_01946	CDS	459				hypothetical protein
MBHKAFJI_01947	CDS	234				hypothetical protein
MBHKAFJI_01948	CDS	618				hypothetical protein
MBHKAFJI_01949	CDS	1683	ligB	6.5.1.2	COG0272	DNA ligase B
MBHKAFJI_01950	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
MBHKAFJI_01951	CDS	276	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
MBHKAFJI_01952	CDS	2109	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
MBHKAFJI_01953	CDS	690	trmH_1	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
MBHKAFJI_01954	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
MBHKAFJI_01955	CDS	867				hypothetical protein
MBHKAFJI_01956	CDS	1206	gltS		COG0786	Sodium/glutamate symporter
MBHKAFJI_01957	CDS	1392	xanP		COG2233	Xanthine permease XanP
MBHKAFJI_01958	CDS	1710				hypothetical protein
MBHKAFJI_01959	CDS	2319	yicI	3.2.1.177	COG1501	Alpha-xylosidase
MBHKAFJI_01960	CDS	1383	yicJ		COG2211	Inner membrane symporter YicJ
MBHKAFJI_01961	tRNA	95				tRNA-SeC(tca)
MBHKAFJI_01962	CDS	147				hypothetical protein
MBHKAFJI_01963	CDS	1185	setC			Sugar efflux transporter C
MBHKAFJI_01964	CDS	924	yicL		COG0697	putative inner membrane transporter YicL
MBHKAFJI_01965	CDS	819	nlpA		COG1464	Lipoprotein 28
MBHKAFJI_01966	CDS	294				hypothetical protein
MBHKAFJI_01967	CDS	1239	nepI		COG2814	Purine ribonucleoside efflux pump NepI
MBHKAFJI_01968	CDS	453				hypothetical protein
MBHKAFJI_01969	CDS	1335	adeQ		COG2252	Adenine permease AdeQ
MBHKAFJI_01970	CDS	1767	ade	3.5.4.2	COG1001	Adenine deaminase
MBHKAFJI_01971	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
MBHKAFJI_01972	CDS	1320	uhpC		COG2271	Membrane sensor protein UhpC
MBHKAFJI_01973	CDS	1503	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
MBHKAFJI_01974	CDS	591	uhpA		COG2197	Transcriptional regulatory protein UhpA
MBHKAFJI_01975	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
MBHKAFJI_01976	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
MBHKAFJI_01977	CDS	90	tisB			Small toxic protein TisB
MBHKAFJI_01978	CDS	1185	emrD			Multidrug resistance protein D
MBHKAFJI_01979	CDS	498				hypothetical protein
MBHKAFJI_01980	CDS	363	yidG			Inner membrane protein YidG
MBHKAFJI_01981	CDS	348	yidH		COG2149	Inner membrane protein YidH
MBHKAFJI_01982	CDS	450	yidI			Inner membrane protein YidI
MBHKAFJI_01983	CDS	1494		3.1.6.-		Ulvan-active sulfatase
MBHKAFJI_01984	CDS	1716	yidK		COG4146	putative symporter YidK
MBHKAFJI_01985	CDS	894	rhaR_2			HTH-type transcriptional activator RhaR
MBHKAFJI_01986	CDS	639	aglB	3.2.1.122	COG1486	6-phospho-alpha-glucosidase
MBHKAFJI_01987	CDS	1617				hypothetical protein
MBHKAFJI_01988	CDS	717	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
MBHKAFJI_01989	CDS	1662	aspT_1			Aspartate/alanine antiporter
MBHKAFJI_01990	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
MBHKAFJI_01991	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
MBHKAFJI_01992	CDS	261				hypothetical protein
MBHKAFJI_01993	CDS	1215				hypothetical protein
MBHKAFJI_01994	CDS	1065	cbrA		COG0644	Protein CbrA
MBHKAFJI_01995	CDS	1281	dgoT			D-galactonate transporter
MBHKAFJI_01996	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
MBHKAFJI_01997	CDS	618	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
MBHKAFJI_01998	CDS	879	dgoK1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
MBHKAFJI_01999	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
MBHKAFJI_02000	CDS	657				hypothetical protein
MBHKAFJI_02001	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
MBHKAFJI_02002	CDS	399				hypothetical protein
MBHKAFJI_02003	CDS	2415	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
MBHKAFJI_02004	CDS	1074	recF_1		COG1195	DNA replication and repair protein RecF
MBHKAFJI_02005	CDS	1101	dnaN		COG0592	Beta sliding clamp
MBHKAFJI_02006	CDS	1404	dnaA		COG0593	Chromosomal replication initiator protein DnaA
MBHKAFJI_02007	CDS	141	rpmH		COG0230	50S ribosomal protein L34
MBHKAFJI_02008	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
MBHKAFJI_02009	CDS	1647	yidC			Membrane protein insertase YidC
MBHKAFJI_02010	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
MBHKAFJI_02011	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
MBHKAFJI_02012	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
MBHKAFJI_02013	CDS	1176	mdtL			Multidrug resistance protein MdtL
MBHKAFJI_02014	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
MBHKAFJI_02015	CDS	750				hypothetical protein
MBHKAFJI_02016	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
MBHKAFJI_02017	CDS	1338	adeP		COG2252	Adenine permease AdeP
MBHKAFJI_02018	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
MBHKAFJI_02019	CDS	474	cbrB			Inner membrane protein CbrB
MBHKAFJI_02020	CDS	588				hypothetical protein
MBHKAFJI_02021	CDS	723	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
MBHKAFJI_02022	CDS	1170	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
MBHKAFJI_02023	CDS	1617	bglH_1		COG4580	Cryptic outer membrane porin BglH
MBHKAFJI_02024	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
MBHKAFJI_02025	CDS	1878	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
MBHKAFJI_02026	CDS	837	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
MBHKAFJI_02027	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
MBHKAFJI_02028	CDS	774	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
MBHKAFJI_02029	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
MBHKAFJI_02030	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
MBHKAFJI_02031	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
MBHKAFJI_02032	CDS	1830	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MBHKAFJI_02033	CDS	1371	glmU_1		COG1207	Bifunctional protein GlmU
MBHKAFJI_02034	CDS	420	atpC		COG0355	ATP synthase epsilon chain
MBHKAFJI_02035	CDS	1383	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
MBHKAFJI_02036	CDS	864	atpG		COG0224	ATP synthase gamma chain
MBHKAFJI_02037	CDS	1542	atpA	7.1.2.2		ATP synthase subunit alpha
MBHKAFJI_02038	CDS	534	atpH		COG0712	ATP synthase subunit delta
MBHKAFJI_02039	CDS	471	atpF		COG0711	ATP synthase subunit b
MBHKAFJI_02040	CDS	240	atpE		COG0636	ATP synthase subunit c
MBHKAFJI_02041	CDS	816	atpB		COG0356	ATP synthase subunit a
MBHKAFJI_02042	CDS	381	atpI		COG3312	ATP synthase protein I
MBHKAFJI_02043	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
MBHKAFJI_02044	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
MBHKAFJI_02045	CDS	444	mioC		COG0716	Protein MioC
MBHKAFJI_02046	CDS	459	asnC		COG1522	Regulatory protein AsnC
MBHKAFJI_02047	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
MBHKAFJI_02048	CDS	1452	viaA		COG2425	Protein ViaA
MBHKAFJI_02049	CDS	1497	ravA	3.6.3.-	COG0714	ATPase RavA
MBHKAFJI_02050	CDS	1869	kup			Low affinity potassium transport system protein kup
MBHKAFJI_02051	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
MBHKAFJI_02052	CDS	1506	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
MBHKAFJI_02053	CDS	966	rbsC_2		COG1172	Ribose import permease protein RbsC
MBHKAFJI_02054	CDS	891	rbsB		COG1879	Ribose import binding protein RbsB
MBHKAFJI_02055	CDS	930	rbsK_1	2.7.1.15	COG0524	Ribokinase
MBHKAFJI_02056	CDS	993	rbsR		COG1609	Ribose operon repressor
MBHKAFJI_02057	CDS	1428	hsrA			putative transport protein HsrA
MBHKAFJI_02058	CDS	693	nanR_2		COG2186	HTH-type transcriptional repressor NanR
MBHKAFJI_02059	CDS	555	hin_1		COG1961	DNA-invertase hin
MBHKAFJI_02060	CDS	648				hypothetical protein
MBHKAFJI_02061	CDS	849	murR_1		COG1737	HTH-type transcriptional regulator MurR
MBHKAFJI_02062	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
MBHKAFJI_02063	CDS	504	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
MBHKAFJI_02064	CDS	1557	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
MBHKAFJI_02065	CDS	3888	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
MBHKAFJI_02066	CDS	1383	qseE	2.7.13.3		Sensor histidine kinase QseE
MBHKAFJI_02067	CDS	714	qseG			Quorum-sensing regulator protein G
MBHKAFJI_02068	CDS	1335	qseF		COG2204	Transcriptional regulatory protein QseF
MBHKAFJI_02069	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
MBHKAFJI_02070	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
MBHKAFJI_02071	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
MBHKAFJI_02072	CDS	1194	mlc_1		COG1940	Protein mlc
MBHKAFJI_02073	CDS	3282	lapB_2			Lipopolysaccharide assembly protein B
MBHKAFJI_02074	CDS	984	yphF		COG1879	ABC transporter periplasmic-binding protein YphF
MBHKAFJI_02075	CDS	1512	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
MBHKAFJI_02076	CDS	999	rbsC_3		COG1172	Ribose import permease protein RbsC
MBHKAFJI_02077	CDS	1062	tdh_3	1.1.1.103		L-threonine 3-dehydrogenase
MBHKAFJI_02078	CDS	873	yphB		COG2017	putative protein YphB
MBHKAFJI_02079	CDS	234				hypothetical protein
MBHKAFJI_02080	CDS	300	yphA		COG2259	Inner membrane protein YphA
MBHKAFJI_02081	CDS	1203	hcaD	1.18.1.3	COG0446	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component
MBHKAFJI_02082	CDS	813	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
MBHKAFJI_02083	CDS	321	hcaC		COG2146	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
MBHKAFJI_02084	CDS	519	hcaF	1.14.12.19	COG5517	3-phenylpropionate/cinnamic acid dioxygenase subunit beta
MBHKAFJI_02085	CDS	1362	hcaE	1.14.12.19	COG4638	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
MBHKAFJI_02086	CDS	891	hcaR_1			Hca operon transcriptional activator HcaR
MBHKAFJI_02087	CDS	1140	hcaT			putative 3-phenylpropionic acid transporter
MBHKAFJI_02088	CDS	1281				hypothetical protein
MBHKAFJI_02089	CDS	855			COG1073	putative protein
MBHKAFJI_02090	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
MBHKAFJI_02091	CDS	741	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
MBHKAFJI_02092	CDS	489	iscR		COG1959	HTH-type transcriptional regulator IscR
MBHKAFJI_02093	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
MBHKAFJI_02094	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
MBHKAFJI_02095	CDS	324	iscA		COG0316	Iron-binding protein IscA
MBHKAFJI_02096	CDS	516	hscB		COG1076	Co-chaperone protein HscB
MBHKAFJI_02097	CDS	1851	hscA		COG0443	Chaperone protein HscA
MBHKAFJI_02098	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
MBHKAFJI_02099	CDS	201	iscX		COG2975	Protein IscX
MBHKAFJI_02100	CDS	1284	pepB	3.4.11.23	COG0260	Peptidase B
MBHKAFJI_02101	CDS	777				hypothetical protein
MBHKAFJI_02102	CDS	846	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
MBHKAFJI_02103	CDS	4962	yfhM		COG2373	Alpha-2-macroglobulin
MBHKAFJI_02104	CDS	2313	pbpC		COG4953	Penicillin-binding protein 1C
MBHKAFJI_02105	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
MBHKAFJI_02106	CDS	1155	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
MBHKAFJI_02107	CDS	1014	rodZ		COG1426	Cytoskeleton protein RodZ
MBHKAFJI_02108	CDS	1119	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
MBHKAFJI_02109	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
MBHKAFJI_02110	CDS	621				hypothetical protein
MBHKAFJI_02111	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
MBHKAFJI_02112	CDS	1473	der		COG1160	GTPase Der
